tweet_ids,number_of_likes,number_of_retweets,number_of_followers,numer_of_friends,source,Date_Time
838831947270979586,0,10684,8897919,18,Twitter for iPhone,Mon Mar 06 19:21:35 +0000 2017
838561493054533637,10744,1290,8897919,18,Twitter for iPhone,Mon Mar 06 01:26:54 +0000 2017
838476387338051585,21998,4618,8897919,18,Twitter for iPhone,Sun Mar 05 19:48:43 +0000 2017
838201503651401729,0,9741,8897919,18,Twitter for iPhone,Sun Mar 05 01:36:26 +0000 2017
838150277551247360,1634,323,8897919,18,Twitter for iPhone,Sat Mar 04 22:12:52 +0000 2017
838085839343206401,138,1,8897919,18,Twitter for iPhone,Sat Mar 04 17:56:49 +0000 2017
838083903487373313,17274,3028,8897919,18,Twitter for iPhone,Sat Mar 04 17:49:08 +0000 2017
837820167694528512,33365,7622,8897919,18,Twitter for iPhone,Sat Mar 04 00:21:08 +0000 2017
837482249356513284,3785,431,8897919,18,Twitter for iPhone,Fri Mar 03 01:58:22 +0000 2017
837471256429613056,12542,2200,8897919,18,Twitter for iPhone,Fri Mar 03 01:14:41 +0000 2017
837110210464448512,15728,2302,8897919,18,Twitter for iPhone,Thu Mar 02 01:20:01 +0000 2017
836989968035819520,12503,2242,8897920,18,Twitter for iPhone,Wed Mar 01 17:22:13 +0000 2017
836753516572119041,18978,4519,8897920,18,Twitter for iPhone,Wed Mar 01 01:42:39 +0000 2017
836677758902222849,12397,2170,8897920,18,Twitter for iPhone,Tue Feb 28 20:41:37 +0000 2017
836648853927522308,0,537,8897920,18,Twitter for iPhone,Tue Feb 28 18:46:45 +0000 2017
836397794269200385,0,26751,8897920,18,Twitter for iPhone,Tue Feb 28 02:09:08 +0000 2017
836380477523124226,14497,2908,8897921,18,Twitter for iPhone,Tue Feb 28 01:00:19 +0000 2017
836260088725786625,20918,4197,8897921,18,Twitter for iPhone,Mon Feb 27 17:01:56 +0000 2017
836001077879255040,18723,4150,8897921,18,Twitter for iPhone,Sun Feb 26 23:52:43 +0000 2017
835685285446955009,0,7923,8897921,18,Twitter for iPhone,Sun Feb 26 02:57:52 +0000 2017
835574547218894849,17471,3521,8897921,18,Twitter for iPhone,Sat Feb 25 19:37:50 +0000 2017
835536468978302976,0,1646,8897921,18,Twitter for iPhone,Sat Feb 25 17:06:32 +0000 2017
835309094223372289,0,20394,8897921,18,Twitter for iPhone,Sat Feb 25 02:03:02 +0000 2017
835297930240217089,16180,2920,8897921,18,Twitter for iPhone,Sat Feb 25 01:18:40 +0000 2017
835264098648616962,7585,1646,8897921,18,Twitter for iPhone,Fri Feb 24 23:04:14 +0000 2017
835246439529840640,2059,71,8897921,18,Twitter for iPhone,Fri Feb 24 21:54:03 +0000 2017
835172783151792128,25714,5618,8897922,18,Twitter for iPhone,Fri Feb 24 17:01:22 +0000 2017
835152434251116546,21956,2918,8897922,18,Twitter for iPhone,Fri Feb 24 15:40:31 +0000 2017
834931633769889797,10607,1586,8897922,18,Twitter for iPhone,Fri Feb 24 01:03:08 +0000 2017
834786237630337024,21053,5379,8897922,18,Twitter for iPhone,Thu Feb 23 15:25:23 +0000 2017
834574053763584002,13403,2458,8897922,18,Twitter for iPhone,Thu Feb 23 01:22:14 +0000 2017
834477809192075265,0,10380,8897922,18,Twitter for iPhone,Wed Feb 22 18:59:48 +0000 2017
834458053273591808,9464,1637,8897922,18,Twitter for iPhone,Wed Feb 22 17:41:18 +0000 2017
834209720923721728,20183,4629,8897922,18,Twitter for iPhone,Wed Feb 22 01:14:30 +0000 2017
834167344700198914,15558,3575,8897922,18,Twitter for iPhone,Tue Feb 21 22:26:07 +0000 2017
834089966724603904,9868,2082,8897922,18,Twitter for iPhone,Tue Feb 21 17:18:39 +0000 2017
834086379323871233,12844,2151,8897922,18,Twitter for iPhone,Tue Feb 21 17:04:24 +0000 2017
833863086058651648,13213,2350,8897922,18,Twitter for iPhone,Tue Feb 21 02:17:06 +0000 2017
833826103416520705,17797,3684,8897922,18,Twitter for iPhone,Mon Feb 20 23:50:09 +0000 2017
833732339549220864,0,217,8897922,18,Twitter for iPhone,Mon Feb 20 17:37:34 +0000 2017
833722901757046785,20497,3152,8897922,18,Twitter for iPhone,Mon Feb 20 17:00:04 +0000 2017
833479644947025920,14629,1996,8897922,18,Twitter for iPhone,Mon Feb 20 00:53:27 +0000 2017
833124694597443584,19867,4733,8897922,18,Twitter for iPhone,Sun Feb 19 01:23:00 +0000 2017
832998151111966721,13032,2139,8897922,18,Twitter for iPhone,Sat Feb 18 17:00:10 +0000 2017
832769181346996225,0,38,8897922,18,Twitter for iPhone,Sat Feb 18 01:50:19 +0000 2017
832757312314028032,16599,3530,8897922,18,Twitter for iPhone,Sat Feb 18 01:03:09 +0000 2017
832682457690300417,11676,2846,8897922,18,Twitter for iPhone,Fri Feb 17 20:05:43 +0000 2017
832645525019123713,2883,521,8897922,18,Twitter Web Client,Fri Feb 17 17:38:57 +0000 2017
832636094638288896,15603,2721,8898580,18,Twitter for iPhone,Fri Feb 17 17:01:29 +0000 2017
832397543355072512,11787,2158,8897923,18,Twitter for iPhone,Fri Feb 17 01:13:34 +0000 2017
832369877331693569,16888,3123,8897923,18,Twitter for iPhone,Thu Feb 16 23:23:38 +0000 2017
832273440279240704,11152,2281,8897923,18,Twitter for iPhone,Thu Feb 16 17:00:25 +0000 2017
832215909146226688,0,6068,8897923,18,Twitter for iPhone,Thu Feb 16 13:11:49 +0000 2017
832215726631055365,0,9116,8897923,18,Twitter for iPhone,Thu Feb 16 13:11:05 +0000 2017
832088576586297345,62,2,8897923,18,Twitter for iPhone,Thu Feb 16 04:45:50 +0000 2017
832040443403784192,0,9377,8897923,18,Twitter for iPhone,Thu Feb 16 01:34:34 +0000 2017
832032802820481025,17584,4562,8897923,18,Twitter for iPhone,Thu Feb 16 01:04:13 +0000 2017
831939777352105988,23600,5995,8897924,18,Twitter for iPhone,Wed Feb 15 18:54:34 +0000 2017
831926988323639298,330,34,8898582,18,Twitter for iPhone,Wed Feb 15 18:03:45 +0000 2017
831911600680497154,27156,6353,8897924,18,Twitter for iPhone,Wed Feb 15 17:02:36 +0000 2017
831670449226514432,10257,1773,8897924,18,Twitter for iPhone,Wed Feb 15 01:04:21 +0000 2017
831650051525054464,7008,1876,8897924,18,Twitter for iPhone,Tue Feb 14 23:43:18 +0000 2017
831552930092285952,8837,2269,8897924,18,Twitter for iPhone,Tue Feb 14 17:17:22 +0000 2017
831322785565769729,9140,1521,8897924,18,Twitter for iPhone,Tue Feb 14 02:02:51 +0000 2017
831315979191906304,6441,1102,8897924,18,Twitter Web Client,Tue Feb 14 01:35:49 +0000 2017
831309418084069378,11592,2414,8897924,18,Twitter for iPhone,Tue Feb 14 01:09:44 +0000 2017
831262627380748289,11725,1994,8897924,18,Twitter for iPhone,Mon Feb 13 22:03:49 +0000 2017
830956169170665475,7872,1462,8897924,18,Twitter for iPhone,Mon Feb 13 01:46:03 +0000 2017
830583320585068544,65759,16388,8897924,18,Twitter for iPhone,Sun Feb 12 01:04:29 +0000 2017
830173239259324417,0,5558,8897924,18,Twitter for iPhone,Fri Feb 10 21:54:58 +0000 2017
830097400375152640,9634,2868,8897924,18,Twitter for iPhone,Fri Feb 10 16:53:37 +0000 2017
829878982036299777,0,4901,8897924,18,Twitter for iPhone,Fri Feb 10 02:25:42 +0000 2017
829861396166877184,12070,1897,8897924,18,Twitter for iPhone,Fri Feb 10 01:15:49 +0000 2017
829501995190984704,31275,10380,8897924,18,Twitter for iPhone,Thu Feb 09 01:27:41 +0000 2017
829449946868879360,10319,1963,8897924,18,Twitter for iPhone,Wed Feb 08 22:00:52 +0000 2017
829141528400556032,24039,7176,8897924,18,Twitter for iPhone,Wed Feb 08 01:35:19 +0000 2017
829011960981237760,52504,15998,8897924,18,Twitter for iPhone,Tue Feb 07 17:00:28 +0000 2017
828801551087042563,0,3357,8897924,18,Twitter for iPhone,Tue Feb 07 03:04:22 +0000 2017
828770345708580865,25235,5732,8897924,18,Twitter for iPhone,Tue Feb 07 01:00:22 +0000 2017
828708714936930305,35990,10956,8897924,18,Twitter for iPhone,Mon Feb 06 20:55:28 +0000 2017
828650029636317184,9379,1309,8897924,18,Twitter for iPhone,Mon Feb 06 17:02:17 +0000 2017
828409743546925057,6267,1141,8897924,18,Twitter for iPhone,Mon Feb 06 01:07:28 +0000 2017
828408677031882754,7583,1260,8897924,18,Twitter for iPhone,Mon Feb 06 01:03:14 +0000 2017
828381636999917570,12428,2176,8897924,18,Twitter for iPhone,Sun Feb 05 23:15:47 +0000 2017
828376505180889089,7286,1046,8897924,18,Twitter for iPhone,Sun Feb 05 22:55:23 +0000 2017
828372645993398273,12415,2874,8897924,18,Twitter for iPhone,Sun Feb 05 22:40:03 +0000 2017
828361771580813312,2155,171,8897924,18,Twitter Web Client,Sun Feb 05 21:56:51 +0000 2017
828046555563323392,11598,2813,8897924,18,Twitter for iPhone,Sun Feb 05 01:04:17 +0000 2017
828011680017821696,10225,2111,8897924,18,Twitter for iPhone,Sat Feb 04 22:45:42 +0000 2017
827933404142436356,19814,5139,8897924,18,Twitter for iPhone,Sat Feb 04 17:34:40 +0000 2017
827653905312006145,15303,2964,8897924,18,Twitter for iPhone,Fri Feb 03 23:04:02 +0000 2017
827600520311402496,7375,924,8897924,18,Twitter for iPhone,Fri Feb 03 19:31:54 +0000 2017
827324948884643840,15625,2977,8897924,18,Twitter for iPhone,Fri Feb 03 01:16:53 +0000 2017
827199976799354881,10451,2184,8897924,18,Twitter for iPhone,Thu Feb 02 17:00:17 +0000 2017
826958653328592898,21299,4901,8897924,18,Twitter for iPhone,Thu Feb 02 01:01:21 +0000 2017
826848821049180160,35822,9959,8897924,18,Twitter for iPhone,Wed Feb 01 17:44:55 +0000 2017
826615380357632002,0,3913,8897924,18,Twitter for iPhone,Wed Feb 01 02:17:19 +0000 2017
826598799820865537,5066,245,8897924,18,Twitter for iPhone,Wed Feb 01 01:11:25 +0000 2017
826598365270007810,9908,2304,8897924,18,Twitter for iPhone,Wed Feb 01 01:09:42 +0000 2017
826476773533745153,18166,4110,8897924,18,Twitter for iPhone,Tue Jan 31 17:06:32 +0000 2017
826240494070030336,13121,2564,8897924,18,Twitter for iPhone,Tue Jan 31 01:27:39 +0000 2017
826204788643753985,4819,907,8897924,18,Twitter for iPhone,Mon Jan 30 23:05:46 +0000 2017
826115272272650244,15448,3043,8897924,18,Twitter for iPhone,Mon Jan 30 17:10:04 +0000 2017
825876512159186944,10358,1831,8897924,18,Twitter for iPhone,Mon Jan 30 01:21:19 +0000 2017
825829644528148480,12597,2445,8897924,18,Twitter for iPhone,Sun Jan 29 22:15:05 +0000 2017
825535076884762624,56238,17281,8897924,18,Twitter for iPhone,Sun Jan 29 02:44:34 +0000 2017
825147591692263424,18080,4460,8897924,18,Twitter for iPhone,Sat Jan 28 01:04:51 +0000 2017
825120256414846976,0,1229,8897924,18,Twitter for iPhone,Fri Jan 27 23:16:13 +0000 2017
825026590719483904,6212,1229,8897924,18,Twitter for iPhone,Fri Jan 27 17:04:02 +0000 2017
824796380199809024,0,5414,8897924,18,Twitter for iPhone,Fri Jan 27 01:49:15 +0000 2017
824775126675836928,14740,3449,8897924,18,Twitter for iPhone,Fri Jan 27 00:24:48 +0000 2017
824663926340194305,10414,1742,8897924,18,Twitter for iPhone,Thu Jan 26 17:02:56 +0000 2017
824325613288833024,11696,10394,8897924,18,Twitter for iPhone,Wed Jan 25 18:38:36 +0000 2017
824297048279236611,14898,3793,8897924,18,Twitter for iPhone,Wed Jan 25 16:45:05 +0000 2017
824025158776213504,4770,589,8897923,18,Twitter for iPhone,Tue Jan 24 22:44:42 +0000 2017
823939628516474880,10509,2659,8897923,18,Twitter for iPhone,Tue Jan 24 17:04:50 +0000 2017
823719002937630720,0,10992,8897923,18,Twitter for iPhone,Tue Jan 24 02:28:08 +0000 2017
823699002998870016,13826,2479,8897923,18,Twitter for iPhone,Tue Jan 24 01:08:40 +0000 2017
823581115634085888,12887,2587,8897923,18,Twitter for iPhone,Mon Jan 23 17:20:14 +0000 2017
823333489516937216,695,22,8897923,18,Twitter for iPhone,Mon Jan 23 00:56:15 +0000 2017
823322678127919110,15566,3952,8897923,18,Twitter for iPhone,Mon Jan 23 00:13:17 +0000 2017
823269594223824897,0,9727,8897922,18,Twitter for iPhone,Sun Jan 22 20:42:21 +0000 2017
822975315408461824,17155,3388,8897922,18,Twitter for iPhone,Sun Jan 22 01:12:59 +0000 2017
822872901745569793,130116,42501,8897922,18,Twitter for iPhone,Sat Jan 21 18:26:02 +0000 2017
822859134160621569,13118,2234,8897922,18,Twitter for iPhone,Sat Jan 21 17:31:20 +0000 2017
822647212903690241,0,6311,8897922,18,Twitter for iPhone,Sat Jan 21 03:29:14 +0000 2017
822610361945911296,14665,2910,8897922,18,Twitter for iPhone,Sat Jan 21 01:02:48 +0000 2017
822489057087389700,17954,6311,8897922,18,Twitter for iPhone,Fri Jan 20 17:00:46 +0000 2017
822462944365645825,27656,14031,8897922,18,Twitter for iPhone,Fri Jan 20 15:17:01 +0000 2017
822244816520155136,34609,9727,8897922,18,Twitter for iPhone,Fri Jan 20 00:50:15 +0000 2017
822163064745328640,0,4682,8897922,18,Twitter for iPhone,Thu Jan 19 19:25:24 +0000 2017
821886076407029760,11205,2269,8897922,18,Twitter for iPhone,Thu Jan 19 01:04:45 +0000 2017
821813639212650496,0,3330,8897922,18,Twitter for iPhone,Wed Jan 18 20:16:54 +0000 2017
821765923262631936,8324,1631,8897922,18,Twitter for iPhone,Wed Jan 18 17:07:18 +0000 2017
821522889702862852,7965,1727,8897922,18,Twitter for iPhone,Wed Jan 18 01:01:34 +0000 2017
821421320206483457,0,5493,8897922,18,Twitter for iPhone,Tue Jan 17 18:17:58 +0000 2017
821407182352777218,11639,4272,8897922,18,Twitter for iPhone,Tue Jan 17 17:21:47 +0000 2017
821153421864615936,254,10,8897922,18,Twitter for iPhone,Tue Jan 17 00:33:26 +0000 2017
821149554670182400,8547,1942,8897922,18,Twitter for iPhone,Tue Jan 17 00:18:04 +0000 2017
821107785811234820,9514,2104,8897922,18,Twitter for iPhone,Mon Jan 16 21:32:06 +0000 2017
821044531881721856,12555,2240,8897922,18,Twitter for iPhone,Mon Jan 16 17:20:45 +0000 2017
820837357901512704,0,6635,8897922,18,Twitter for iPhone,Mon Jan 16 03:37:31 +0000 2017
820749716845686786,31267,9741,8897922,18,Twitter for iPhone,Sun Jan 15 21:49:15 +0000 2017
820690176645140481,12111,3186,8897922,18,Twitter for iPhone,Sun Jan 15 17:52:40 +0000 2017
820494788566847489,0,555,8897922,18,Twitter for iPhone,Sun Jan 15 04:56:16 +0000 2017
820446719150292993,0,2538,8897922,18,Twitter for iPhone,Sun Jan 15 01:45:15 +0000 2017
820314633777061888,3314,555,8897922,18,Twitter for iPhone,Sat Jan 14 17:00:24 +0000 2017
820078625395449857,19622,6196,8897922,18,Twitter for iPhone,Sat Jan 14 01:22:35 +0000 2017
820013781606658049,0,1160,8897922,18,Twitter for iPhone,Fri Jan 13 21:04:55 +0000 2017
819952236453363712,5281,1160,8897922,18,Twitter for iPhone,Fri Jan 13 17:00:21 +0000 2017
819924195358416896,12813,4817,8897922,18,Twitter for iPhone,Fri Jan 13 15:08:56 +0000 2017
819711362133872643,13259,3072,8897922,18,Twitter for iPhone,Fri Jan 13 01:03:12 +0000 2017
819588359383371776,9575,1970,8897922,18,Twitter for iPhone,Thu Jan 12 16:54:26 +0000 2017
819347104292290561,7162,1186,8897922,18,Twitter for iPhone,Thu Jan 12 00:55:47 +0000 2017
819238181065359361,2242,403,8897922,18,Twitter Web Client,Wed Jan 11 17:42:57 +0000 2017
819227688460238848,22891,6635,8897922,18,Twitter for iPhone,Wed Jan 11 17:01:16 +0000 2017
819015337530290176,0,36483,8897922,18,Twitter for iPhone,Wed Jan 11 02:57:27 +0000 2017
819015331746349057,0,18785,8897922,18,Twitter for iPhone,Wed Jan 11 02:57:26 +0000 2017
819006400881917954,44987,18785,8897922,18,Twitter for iPhone,Wed Jan 11 02:21:57 +0000 2017
819004803107983360,86326,36483,8897922,18,Twitter for iPhone,Wed Jan 11 02:15:36 +0000 2017
818646164899774465,0,20717,8897922,18,Twitter for iPhone,Tue Jan 10 02:30:30 +0000 2017
818627210458333184,22242,7458,8897922,18,Twitter for iPhone,Tue Jan 10 01:15:10 +0000 2017
818614493328580609,9760,2520,8897922,18,Twitter for iPhone,Tue Jan 10 00:24:38 +0000 2017
818588835076603904,0,6043,8897922,18,Twitter for iPhone,Mon Jan 09 22:42:41 +0000 2017
818536468981415936,10791,2414,8897922,18,Twitter for iPhone,Mon Jan 09 19:14:36 +0000 2017
818307523543449600,0,7967,8897922,18,Twitter for iPhone,Mon Jan 09 04:04:51 +0000 2017
818259473185828864,10923,2226,8897922,18,Twitter for iPhone,Mon Jan 09 00:53:55 +0000 2017
818145370475810820,12161,2532,8897922,18,Twitter for iPhone,Sun Jan 08 17:20:31 +0000 2017
817908911860748288,4810,791,8897922,18,Twitter for iPhone,Sun Jan 08 01:40:55 +0000 2017
817827839487737858,51210,26751,8897922,18,Twitter for iPhone,Sat Jan 07 20:18:46 +0000 2017
817777686764523521,10675,2650,8897922,18,Twitter for iPhone,Sat Jan 07 16:59:28 +0000 2017
817536400337801217,11677,2923,8897922,18,Twitter for iPhone,Sat Jan 07 01:00:41 +0000 2017
817502432452313088,0,3353,8897922,18,Twitter for iPhone,Fri Jan 06 22:45:43 +0000 2017
817423860136083457,33518,14501,8897922,18,Twitter for iPhone,Fri Jan 06 17:33:29 +0000 2017
817415592588222464,5556,935,8897922,18,Twitter for iPhone,Fri Jan 06 17:00:38 +0000 2017
817181837579653120,0,8376,8897922,18,Twitter for iPhone,Fri Jan 06 01:31:47 +0000 2017
817171292965273600,8697,1999,8897922,18,Twitter for iPhone,Fri Jan 06 00:49:53 +0000 2017
817120970343411712,12136,2570,8897922,18,Twitter for iPhone,Thu Jan 05 21:29:55 +0000 2017
817056546584727552,8524,1625,8897922,18,Twitter for iPhone,Thu Jan 05 17:13:55 +0000 2017
816829038950027264,0,4670,8897922,18,Twitter for iPhone,Thu Jan 05 02:09:53 +0000 2017
816816676327063552,9932,2018,8897922,18,Twitter for iPhone,Thu Jan 05 01:20:46 +0000 2017
816697700272001025,9703,2156,8897922,18,Twitter for iPhone,Wed Jan 04 17:27:59 +0000 2017
816450570814898180,30213,7967,8897922,18,Twitter for iPhone,Wed Jan 04 01:05:59 +0000 2017
816336735214911488,8551,1929,8897922,18,Twitter for iPhone,Tue Jan 03 17:33:39 +0000 2017
816091915477250048,8867,2109,8897922,18,Twitter for iPhone,Tue Jan 03 01:20:49 +0000 2017
816062466425819140,0,1005,8897922,18,Twitter for iPhone,Mon Jan 02 23:23:48 +0000 2017
816014286006976512,0,5211,8897922,18,Twitter for iPhone,Mon Jan 02 20:12:21 +0000 2017
815990720817401858,4910,1005,8897922,18,Twitter for iPhone,Mon Jan 02 18:38:42 +0000 2017
815966073409433600,22249,8376,8897922,18,Twitter for iPhone,Mon Jan 02 17:00:46 +0000 2017
815745968457060357,0,4090,8897922,18,Twitter for iPhone,Mon Jan 02 02:26:09 +0000 2017
815736392542261248,9788,2239,8897922,18,Twitter for iPhone,Mon Jan 02 01:48:06 +0000 2017
815639385530101762,8173,1635,8897922,18,Twitter for iPhone,Sun Jan 01 19:22:38 +0000 2017
815390420867969024,10303,3781,8897922,18,Twitter for iPhone,Sun Jan 01 02:53:20 +0000 2017
814986499976527872,7609,1264,8897922,18,Twitter for iPhone,Sat Dec 31 00:08:17 +0000 2016
814638523311648768,11192,2669,8897923,18,Twitter for iPhone,Fri Dec 30 01:05:33 +0000 2016
814578408554463233,0,5782,8897923,18,Twitter for iPhone,Thu Dec 29 21:06:41 +0000 2016
814530161257443328,8586,1841,8897923,18,Twitter for iPhone,Thu Dec 29 17:54:58 +0000 2016
814153002265309185,28600,8584,8897923,18,Twitter for iPhone,Wed Dec 28 16:56:16 +0000 2016
813944609378369540,0,3155,8897923,18,Twitter for iPhone,Wed Dec 28 03:08:11 +0000 2016
813910438903693312,9255,1846,8897923,18,Twitter for iPhone,Wed Dec 28 00:52:25 +0000 2016
813812741911748608,36253,13853,8897923,18,Twitter for iPhone,Tue Dec 27 18:24:12 +0000 2016
813800681631023104,8278,1741,8897923,18,Twitter for iPhone,Tue Dec 27 17:36:16 +0000 2016
813217897535406080,18551,7241,8897923,18,Twitter for iPhone,Mon Dec 26 03:00:30 +0000 2016
813202720496779264,9193,1803,8897923,18,Twitter for iPhone,Mon Dec 26 02:00:11 +0000 2016
813187593374461952,19755,4318,8897923,18,Twitter for iPhone,Mon Dec 26 01:00:05 +0000 2016
813172488309972993,9224,1905,8897923,18,Twitter for iPhone,Mon Dec 26 00:00:03 +0000 2016
813157409116065792,7740,2191,8897923,18,Twitter for iPhone,Sun Dec 25 23:00:08 +0000 2016
813142292504645637,8446,2365,8897923,18,Twitter for iPhone,Sun Dec 25 22:00:04 +0000 2016
813130366689148928,4466,445,8897923,18,Twitter for iPhone,Sun Dec 25 21:12:41 +0000 2016
813127251579564032,11765,3104,8897923,18,Twitter for iPhone,Sun Dec 25 21:00:18 +0000 2016
813112105746448384,10259,2719,8897923,18,Twitter for iPhone,Sun Dec 25 20:00:07 +0000 2016
813096984823349248,10526,3607,8897923,18,Twitter for iPhone,Sun Dec 25 19:00:02 +0000 2016
813081950185472002,9853,2765,8897923,18,Twitter for iPhone,Sun Dec 25 18:00:17 +0000 2016
813066809284972545,7910,1938,8897923,18,Twitter for iPhone,Sun Dec 25 17:00:08 +0000 2016
813051746834595840,20889,7313,8897923,18,Twitter for iPhone,Sun Dec 25 16:00:16 +0000 2016
812781120811126785,7522,1890,8897923,18,Twitter for iPhone,Sat Dec 24 22:04:54 +0000 2016
812709060537683968,6586,1428,8897923,18,Twitter for iPhone,Sat Dec 24 17:18:34 +0000 2016
812503143955202048,6037,1205,8897923,18,Twitter for iPhone,Sat Dec 24 03:40:19 +0000 2016
812466873996607488,7937,1922,8897923,18,Twitter for iPhone,Sat Dec 24 01:16:12 +0000 2016
812372279581671427,13593,3637,8897923,18,Twitter for iPhone,Fri Dec 23 19:00:19 +0000 2016
811985624773361665,7244,1390,8897923,18,Twitter for iPhone,Thu Dec 22 17:23:53 +0000 2016
811744202451197953,7513,1577,8897923,18,Twitter for iPhone,Thu Dec 22 01:24:33 +0000 2016
811647686436880384,5584,735,8897923,18,Twitter for iPhone,Wed Dec 21 19:01:02 +0000 2016
811627233043480576,12717,3059,8897923,18,Twitter for iPhone,Wed Dec 21 17:39:46 +0000 2016
811386762094317568,20845,6339,8897923,18,Twitter for iPhone,Wed Dec 21 01:44:13 +0000 2016
